"","lineup","weapon","feature","id","foil"
"813","Sequential 5","yes","yes","correct","correct"
"814","Sequential 5","yes","yes","correct","correct"
"815","Sequential 5","yes","yes","correct","correct"
"816","Sequential 5","yes","yes","correct","correct"
"817","Sequential 5","yes","yes","correct","correct"
"818","Sequential 5","yes","yes","correct","correct"
"819","Sequential 5","yes","yes","foil","foil"
"820","Sequential 5","yes","yes","foil","foil"
"821","Sequential 5","yes","yes","foil","foil"
"822","Sequential 5","yes","yes","foil","foil"
"823","Sequential 5","yes","yes","foil","foil"
"824","Sequential 5","yes","yes","foil","foil"
"825","Sequential 5","yes","yes","foil","foil"
"826","Sequential 5","yes","yes","foil","foil"
"827","Sequential 5","yes","yes","foil","foil"
"828","Sequential 5","yes","yes","foil","foil"
"829","Sequential 5","yes","yes","foil","foil"
"830","Sequential 5","yes","yes","foil","foil"
"831","Sequential 5","yes","yes","foil","foil"
"832","Sequential 5","yes","yes","foil","foil"
"833","Sequential 5","yes","yes","foil","foil"
"834","Sequential 5","yes","yes","foil","foil"
"835","Sequential 5","yes","yes","foil","foil"
"836","Sequential 5","yes","yes","foil","foil"
"837","Sequential 5","yes","yes","foil","foil"
"838","Sequential 5","yes","yes","foil","foil"
"839","Sequential 5","yes","yes","foil","foil"
"840","Sequential 5","yes","yes","foil","foil"
"841","Sequential 5","yes","yes","foil","foil"
"842","Sequential 5","yes","yes","foil","foil"
"843","Sequential 5","yes","yes","foil","foil"
"844","Sequential 5","yes","yes","foil","foil"
"845","Sequential 5","yes","yes","foil","foil"
"846","Sequential 5","yes","yes","foil","foil"
"847","Sequential 5","yes","yes","foil","foil"
"848","Sequential 5","yes","yes","foil","foil"
"849","Sequential 5","yes","yes","foil","foil"
"850","Sequential 5","yes","yes","foil","foil"
"851","Sequential 5","yes","yes","foil","foil"
"852","Sequential 5","yes","yes","foil","foil"
"853","Sequential 5","yes","yes","foil","foil"
"854","Sequential 5","yes","yes","foil","foil"
"855","Sequential 5","yes","yes","foil","foil"
"856","Sequential 5","yes","yes","foil","foil"
"857","Sequential 5","yes","yes","foil","foil"
"858","Sequential 5","yes","yes","foil","foil"
"859","Sequential 5","yes","yes","foil","foil"
"860","Sequential 5","yes","yes","foil","foil"
"861","Sequential 5","yes","yes","foil","foil"
"862","Sequential 5","yes","yes","foil","foil"
"863","Sequential 5","yes","yes","foil","foil"
"864","Sequential 5","yes","yes","foil","foil"
"865","Sequential 5","yes","yes","foil","foil"
"866","Sequential 5","yes","yes","foil","foil"
"867","Sequential 5","yes","yes","foil","foil"
"868","Sequential 5","yes","yes","foil","foil"
"869","Sequential 5","yes","yes","reject","reject"
"870","Sequential 5","yes","yes","reject","reject"
"871","Sequential 5","yes","yes","reject","reject"
"872","Sequential 5","yes","yes","reject","reject"
"873","Sequential 5","yes","yes","reject","reject"
"874","Sequential 5","yes","yes","reject","reject"
"875","Sequential 5","yes","yes","reject","reject"
"876","Sequential 5","yes","yes","reject","reject"
"877","Sequential 5","yes","yes","reject","reject"
"878","Sequential 5","yes","yes","reject","reject"
"879","Sequential 5","yes","yes","reject","reject"
"880","Sequential 5","yes","yes","reject","reject"
"881","Sequential 5","yes","yes","reject","reject"
"882","Sequential 5","yes","yes","reject","reject"
"883","Sequential 5","yes","yes","reject","reject"
"884","Sequential 5","yes","yes","reject","reject"
"885","Sequential 5","yes","yes","reject","reject"
"886","Sequential 5","yes","yes","reject","reject"
